case_index	stage_index	stage	mode	n	seed	shuffle_labels	shuffle_queries	timeout_s	must_pass	case_artifact_subpath	case_cache_subpath
629	1	correctness_fuzz	broom_mixed	128	3	0	0	2	1	runs/correctness_fuzz/broom_mixed/n128/seed3_L0_Q0	broom_mixed/n128/seed3_L0_Q0
630	1	correctness_fuzz	broom_mixed	128	3	0	1	2	1	runs/correctness_fuzz/broom_mixed/n128/seed3_L0_Q1	broom_mixed/n128/seed3_L0_Q1
631	1	correctness_fuzz	broom_mixed	128	3	1	0	2	1	runs/correctness_fuzz/broom_mixed/n128/seed3_L1_Q0	broom_mixed/n128/seed3_L1_Q0
632	1	correctness_fuzz	broom_mixed	128	3	1	1	2	1	runs/correctness_fuzz/broom_mixed/n128/seed3_L1_Q1	broom_mixed/n128/seed3_L1_Q1
633	1	correctness_fuzz	broom_mixed	128	4	0	0	2	1	runs/correctness_fuzz/broom_mixed/n128/seed4_L0_Q0	broom_mixed/n128/seed4_L0_Q0
634	1	correctness_fuzz	broom_mixed	128	4	0	1	2	1	runs/correctness_fuzz/broom_mixed/n128/seed4_L0_Q1	broom_mixed/n128/seed4_L0_Q1
635	1	correctness_fuzz	broom_mixed	128	4	1	0	2	1	runs/correctness_fuzz/broom_mixed/n128/seed4_L1_Q0	broom_mixed/n128/seed4_L1_Q0
636	1	correctness_fuzz	broom_mixed	128	4	1	1	2	1	runs/correctness_fuzz/broom_mixed/n128/seed4_L1_Q1	broom_mixed/n128/seed4_L1_Q1
637	1	correctness_fuzz	broom_mixed	128	5	0	0	2	1	runs/correctness_fuzz/broom_mixed/n128/seed5_L0_Q0	broom_mixed/n128/seed5_L0_Q0
638	1	correctness_fuzz	broom_mixed	128	5	0	1	2	1	runs/correctness_fuzz/broom_mixed/n128/seed5_L0_Q1	broom_mixed/n128/seed5_L0_Q1
639	1	correctness_fuzz	broom_mixed	128	5	1	0	2	1	runs/correctness_fuzz/broom_mixed/n128/seed5_L1_Q0	broom_mixed/n128/seed5_L1_Q0
640	1	correctness_fuzz	broom_mixed	128	5	1	1	2	1	runs/correctness_fuzz/broom_mixed/n128/seed5_L1_Q1	broom_mixed/n128/seed5_L1_Q1
641	1	correctness_fuzz	broom_mixed	256	1	0	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed1_L0_Q0	broom_mixed/n256/seed1_L0_Q0
642	1	correctness_fuzz	broom_mixed	256	1	0	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed1_L0_Q1	broom_mixed/n256/seed1_L0_Q1
643	1	correctness_fuzz	broom_mixed	256	1	1	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed1_L1_Q0	broom_mixed/n256/seed1_L1_Q0
644	1	correctness_fuzz	broom_mixed	256	1	1	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed1_L1_Q1	broom_mixed/n256/seed1_L1_Q1
645	1	correctness_fuzz	broom_mixed	256	2	0	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed2_L0_Q0	broom_mixed/n256/seed2_L0_Q0
646	1	correctness_fuzz	broom_mixed	256	2	0	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed2_L0_Q1	broom_mixed/n256/seed2_L0_Q1
647	1	correctness_fuzz	broom_mixed	256	2	1	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed2_L1_Q0	broom_mixed/n256/seed2_L1_Q0
648	1	correctness_fuzz	broom_mixed	256	2	1	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed2_L1_Q1	broom_mixed/n256/seed2_L1_Q1
649	1	correctness_fuzz	broom_mixed	256	3	0	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed3_L0_Q0	broom_mixed/n256/seed3_L0_Q0
650	1	correctness_fuzz	broom_mixed	256	3	0	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed3_L0_Q1	broom_mixed/n256/seed3_L0_Q1
651	1	correctness_fuzz	broom_mixed	256	3	1	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed3_L1_Q0	broom_mixed/n256/seed3_L1_Q0
652	1	correctness_fuzz	broom_mixed	256	3	1	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed3_L1_Q1	broom_mixed/n256/seed3_L1_Q1
653	1	correctness_fuzz	broom_mixed	256	4	0	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed4_L0_Q0	broom_mixed/n256/seed4_L0_Q0
654	1	correctness_fuzz	broom_mixed	256	4	0	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed4_L0_Q1	broom_mixed/n256/seed4_L0_Q1
655	1	correctness_fuzz	broom_mixed	256	4	1	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed4_L1_Q0	broom_mixed/n256/seed4_L1_Q0
656	1	correctness_fuzz	broom_mixed	256	4	1	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed4_L1_Q1	broom_mixed/n256/seed4_L1_Q1
657	1	correctness_fuzz	broom_mixed	256	5	0	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed5_L0_Q0	broom_mixed/n256/seed5_L0_Q0
658	1	correctness_fuzz	broom_mixed	256	5	0	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed5_L0_Q1	broom_mixed/n256/seed5_L0_Q1
659	1	correctness_fuzz	broom_mixed	256	5	1	0	2	1	runs/correctness_fuzz/broom_mixed/n256/seed5_L1_Q0	broom_mixed/n256/seed5_L1_Q0
660	1	correctness_fuzz	broom_mixed	256	5	1	1	2	1	runs/correctness_fuzz/broom_mixed/n256/seed5_L1_Q1	broom_mixed/n256/seed5_L1_Q1
661	1	correctness_fuzz	broom_mixed	512	1	0	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed1_L0_Q0	broom_mixed/n512/seed1_L0_Q0
662	1	correctness_fuzz	broom_mixed	512	1	0	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed1_L0_Q1	broom_mixed/n512/seed1_L0_Q1
663	1	correctness_fuzz	broom_mixed	512	1	1	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed1_L1_Q0	broom_mixed/n512/seed1_L1_Q0
664	1	correctness_fuzz	broom_mixed	512	1	1	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed1_L1_Q1	broom_mixed/n512/seed1_L1_Q1
665	1	correctness_fuzz	broom_mixed	512	2	0	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed2_L0_Q0	broom_mixed/n512/seed2_L0_Q0
666	1	correctness_fuzz	broom_mixed	512	2	0	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed2_L0_Q1	broom_mixed/n512/seed2_L0_Q1
667	1	correctness_fuzz	broom_mixed	512	2	1	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed2_L1_Q0	broom_mixed/n512/seed2_L1_Q0
668	1	correctness_fuzz	broom_mixed	512	2	1	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed2_L1_Q1	broom_mixed/n512/seed2_L1_Q1
669	1	correctness_fuzz	broom_mixed	512	3	0	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed3_L0_Q0	broom_mixed/n512/seed3_L0_Q0
670	1	correctness_fuzz	broom_mixed	512	3	0	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed3_L0_Q1	broom_mixed/n512/seed3_L0_Q1
671	1	correctness_fuzz	broom_mixed	512	3	1	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed3_L1_Q0	broom_mixed/n512/seed3_L1_Q0
672	1	correctness_fuzz	broom_mixed	512	3	1	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed3_L1_Q1	broom_mixed/n512/seed3_L1_Q1
673	1	correctness_fuzz	broom_mixed	512	4	0	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed4_L0_Q0	broom_mixed/n512/seed4_L0_Q0
674	1	correctness_fuzz	broom_mixed	512	4	0	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed4_L0_Q1	broom_mixed/n512/seed4_L0_Q1
675	1	correctness_fuzz	broom_mixed	512	4	1	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed4_L1_Q0	broom_mixed/n512/seed4_L1_Q0
676	1	correctness_fuzz	broom_mixed	512	4	1	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed4_L1_Q1	broom_mixed/n512/seed4_L1_Q1
677	1	correctness_fuzz	broom_mixed	512	5	0	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed5_L0_Q0	broom_mixed/n512/seed5_L0_Q0
678	1	correctness_fuzz	broom_mixed	512	5	0	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed5_L0_Q1	broom_mixed/n512/seed5_L0_Q1
679	1	correctness_fuzz	broom_mixed	512	5	1	0	2	1	runs/correctness_fuzz/broom_mixed/n512/seed5_L1_Q0	broom_mixed/n512/seed5_L1_Q0
680	1	correctness_fuzz	broom_mixed	512	5	1	1	2	1	runs/correctness_fuzz/broom_mixed/n512/seed5_L1_Q1	broom_mixed/n512/seed5_L1_Q1
681	1	correctness_fuzz	broom_mixed	1024	1	0	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed1_L0_Q0	broom_mixed/n1024/seed1_L0_Q0
682	1	correctness_fuzz	broom_mixed	1024	1	0	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed1_L0_Q1	broom_mixed/n1024/seed1_L0_Q1
683	1	correctness_fuzz	broom_mixed	1024	1	1	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed1_L1_Q0	broom_mixed/n1024/seed1_L1_Q0
684	1	correctness_fuzz	broom_mixed	1024	1	1	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed1_L1_Q1	broom_mixed/n1024/seed1_L1_Q1
685	1	correctness_fuzz	broom_mixed	1024	2	0	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed2_L0_Q0	broom_mixed/n1024/seed2_L0_Q0
686	1	correctness_fuzz	broom_mixed	1024	2	0	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed2_L0_Q1	broom_mixed/n1024/seed2_L0_Q1
687	1	correctness_fuzz	broom_mixed	1024	2	1	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed2_L1_Q0	broom_mixed/n1024/seed2_L1_Q0
688	1	correctness_fuzz	broom_mixed	1024	2	1	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed2_L1_Q1	broom_mixed/n1024/seed2_L1_Q1
689	1	correctness_fuzz	broom_mixed	1024	3	0	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed3_L0_Q0	broom_mixed/n1024/seed3_L0_Q0
690	1	correctness_fuzz	broom_mixed	1024	3	0	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed3_L0_Q1	broom_mixed/n1024/seed3_L0_Q1
691	1	correctness_fuzz	broom_mixed	1024	3	1	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed3_L1_Q0	broom_mixed/n1024/seed3_L1_Q0
692	1	correctness_fuzz	broom_mixed	1024	3	1	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed3_L1_Q1	broom_mixed/n1024/seed3_L1_Q1
693	1	correctness_fuzz	broom_mixed	1024	4	0	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed4_L0_Q0	broom_mixed/n1024/seed4_L0_Q0
694	1	correctness_fuzz	broom_mixed	1024	4	0	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed4_L0_Q1	broom_mixed/n1024/seed4_L0_Q1
695	1	correctness_fuzz	broom_mixed	1024	4	1	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed4_L1_Q0	broom_mixed/n1024/seed4_L1_Q0
696	1	correctness_fuzz	broom_mixed	1024	4	1	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed4_L1_Q1	broom_mixed/n1024/seed4_L1_Q1
697	1	correctness_fuzz	broom_mixed	1024	5	0	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed5_L0_Q0	broom_mixed/n1024/seed5_L0_Q0
698	1	correctness_fuzz	broom_mixed	1024	5	0	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed5_L0_Q1	broom_mixed/n1024/seed5_L0_Q1
699	1	correctness_fuzz	broom_mixed	1024	5	1	0	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed5_L1_Q0	broom_mixed/n1024/seed5_L1_Q0
700	1	correctness_fuzz	broom_mixed	1024	5	1	1	2	1	runs/correctness_fuzz/broom_mixed/n1024/seed5_L1_Q1	broom_mixed/n1024/seed5_L1_Q1
701	1	correctness_fuzz	caterpillar_rect_dense	64	1	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed1_L0_Q0	caterpillar_rect_dense/n64/seed1_L0_Q0
702	1	correctness_fuzz	caterpillar_rect_dense	64	1	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed1_L0_Q1	caterpillar_rect_dense/n64/seed1_L0_Q1
703	1	correctness_fuzz	caterpillar_rect_dense	64	1	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed1_L1_Q0	caterpillar_rect_dense/n64/seed1_L1_Q0
704	1	correctness_fuzz	caterpillar_rect_dense	64	1	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed1_L1_Q1	caterpillar_rect_dense/n64/seed1_L1_Q1
705	1	correctness_fuzz	caterpillar_rect_dense	64	2	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed2_L0_Q0	caterpillar_rect_dense/n64/seed2_L0_Q0
706	1	correctness_fuzz	caterpillar_rect_dense	64	2	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed2_L0_Q1	caterpillar_rect_dense/n64/seed2_L0_Q1
707	1	correctness_fuzz	caterpillar_rect_dense	64	2	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed2_L1_Q0	caterpillar_rect_dense/n64/seed2_L1_Q0
708	1	correctness_fuzz	caterpillar_rect_dense	64	2	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed2_L1_Q1	caterpillar_rect_dense/n64/seed2_L1_Q1
709	1	correctness_fuzz	caterpillar_rect_dense	64	3	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed3_L0_Q0	caterpillar_rect_dense/n64/seed3_L0_Q0
710	1	correctness_fuzz	caterpillar_rect_dense	64	3	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed3_L0_Q1	caterpillar_rect_dense/n64/seed3_L0_Q1
711	1	correctness_fuzz	caterpillar_rect_dense	64	3	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed3_L1_Q0	caterpillar_rect_dense/n64/seed3_L1_Q0
712	1	correctness_fuzz	caterpillar_rect_dense	64	3	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed3_L1_Q1	caterpillar_rect_dense/n64/seed3_L1_Q1
713	1	correctness_fuzz	caterpillar_rect_dense	64	4	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed4_L0_Q0	caterpillar_rect_dense/n64/seed4_L0_Q0
714	1	correctness_fuzz	caterpillar_rect_dense	64	4	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed4_L0_Q1	caterpillar_rect_dense/n64/seed4_L0_Q1
715	1	correctness_fuzz	caterpillar_rect_dense	64	4	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed4_L1_Q0	caterpillar_rect_dense/n64/seed4_L1_Q0
716	1	correctness_fuzz	caterpillar_rect_dense	64	4	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed4_L1_Q1	caterpillar_rect_dense/n64/seed4_L1_Q1
717	1	correctness_fuzz	caterpillar_rect_dense	64	5	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed5_L0_Q0	caterpillar_rect_dense/n64/seed5_L0_Q0
718	1	correctness_fuzz	caterpillar_rect_dense	64	5	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed5_L0_Q1	caterpillar_rect_dense/n64/seed5_L0_Q1
719	1	correctness_fuzz	caterpillar_rect_dense	64	5	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed5_L1_Q0	caterpillar_rect_dense/n64/seed5_L1_Q0
720	1	correctness_fuzz	caterpillar_rect_dense	64	5	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n64/seed5_L1_Q1	caterpillar_rect_dense/n64/seed5_L1_Q1
721	1	correctness_fuzz	caterpillar_rect_dense	128	1	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed1_L0_Q0	caterpillar_rect_dense/n128/seed1_L0_Q0
722	1	correctness_fuzz	caterpillar_rect_dense	128	1	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed1_L0_Q1	caterpillar_rect_dense/n128/seed1_L0_Q1
723	1	correctness_fuzz	caterpillar_rect_dense	128	1	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed1_L1_Q0	caterpillar_rect_dense/n128/seed1_L1_Q0
724	1	correctness_fuzz	caterpillar_rect_dense	128	1	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed1_L1_Q1	caterpillar_rect_dense/n128/seed1_L1_Q1
725	1	correctness_fuzz	caterpillar_rect_dense	128	2	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed2_L0_Q0	caterpillar_rect_dense/n128/seed2_L0_Q0
726	1	correctness_fuzz	caterpillar_rect_dense	128	2	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed2_L0_Q1	caterpillar_rect_dense/n128/seed2_L0_Q1
727	1	correctness_fuzz	caterpillar_rect_dense	128	2	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed2_L1_Q0	caterpillar_rect_dense/n128/seed2_L1_Q0
728	1	correctness_fuzz	caterpillar_rect_dense	128	2	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed2_L1_Q1	caterpillar_rect_dense/n128/seed2_L1_Q1
729	1	correctness_fuzz	caterpillar_rect_dense	128	3	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed3_L0_Q0	caterpillar_rect_dense/n128/seed3_L0_Q0
730	1	correctness_fuzz	caterpillar_rect_dense	128	3	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed3_L0_Q1	caterpillar_rect_dense/n128/seed3_L0_Q1
731	1	correctness_fuzz	caterpillar_rect_dense	128	3	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed3_L1_Q0	caterpillar_rect_dense/n128/seed3_L1_Q0
732	1	correctness_fuzz	caterpillar_rect_dense	128	3	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed3_L1_Q1	caterpillar_rect_dense/n128/seed3_L1_Q1
733	1	correctness_fuzz	caterpillar_rect_dense	128	4	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed4_L0_Q0	caterpillar_rect_dense/n128/seed4_L0_Q0
734	1	correctness_fuzz	caterpillar_rect_dense	128	4	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed4_L0_Q1	caterpillar_rect_dense/n128/seed4_L0_Q1
735	1	correctness_fuzz	caterpillar_rect_dense	128	4	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed4_L1_Q0	caterpillar_rect_dense/n128/seed4_L1_Q0
736	1	correctness_fuzz	caterpillar_rect_dense	128	4	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed4_L1_Q1	caterpillar_rect_dense/n128/seed4_L1_Q1
737	1	correctness_fuzz	caterpillar_rect_dense	128	5	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed5_L0_Q0	caterpillar_rect_dense/n128/seed5_L0_Q0
738	1	correctness_fuzz	caterpillar_rect_dense	128	5	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed5_L0_Q1	caterpillar_rect_dense/n128/seed5_L0_Q1
739	1	correctness_fuzz	caterpillar_rect_dense	128	5	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed5_L1_Q0	caterpillar_rect_dense/n128/seed5_L1_Q0
740	1	correctness_fuzz	caterpillar_rect_dense	128	5	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n128/seed5_L1_Q1	caterpillar_rect_dense/n128/seed5_L1_Q1
741	1	correctness_fuzz	caterpillar_rect_dense	256	1	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed1_L0_Q0	caterpillar_rect_dense/n256/seed1_L0_Q0
742	1	correctness_fuzz	caterpillar_rect_dense	256	1	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed1_L0_Q1	caterpillar_rect_dense/n256/seed1_L0_Q1
743	1	correctness_fuzz	caterpillar_rect_dense	256	1	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed1_L1_Q0	caterpillar_rect_dense/n256/seed1_L1_Q0
744	1	correctness_fuzz	caterpillar_rect_dense	256	1	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed1_L1_Q1	caterpillar_rect_dense/n256/seed1_L1_Q1
745	1	correctness_fuzz	caterpillar_rect_dense	256	2	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed2_L0_Q0	caterpillar_rect_dense/n256/seed2_L0_Q0
746	1	correctness_fuzz	caterpillar_rect_dense	256	2	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed2_L0_Q1	caterpillar_rect_dense/n256/seed2_L0_Q1
747	1	correctness_fuzz	caterpillar_rect_dense	256	2	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed2_L1_Q0	caterpillar_rect_dense/n256/seed2_L1_Q0
748	1	correctness_fuzz	caterpillar_rect_dense	256	2	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed2_L1_Q1	caterpillar_rect_dense/n256/seed2_L1_Q1
749	1	correctness_fuzz	caterpillar_rect_dense	256	3	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed3_L0_Q0	caterpillar_rect_dense/n256/seed3_L0_Q0
750	1	correctness_fuzz	caterpillar_rect_dense	256	3	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed3_L0_Q1	caterpillar_rect_dense/n256/seed3_L0_Q1
751	1	correctness_fuzz	caterpillar_rect_dense	256	3	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed3_L1_Q0	caterpillar_rect_dense/n256/seed3_L1_Q0
752	1	correctness_fuzz	caterpillar_rect_dense	256	3	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed3_L1_Q1	caterpillar_rect_dense/n256/seed3_L1_Q1
753	1	correctness_fuzz	caterpillar_rect_dense	256	4	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed4_L0_Q0	caterpillar_rect_dense/n256/seed4_L0_Q0
754	1	correctness_fuzz	caterpillar_rect_dense	256	4	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed4_L0_Q1	caterpillar_rect_dense/n256/seed4_L0_Q1
755	1	correctness_fuzz	caterpillar_rect_dense	256	4	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed4_L1_Q0	caterpillar_rect_dense/n256/seed4_L1_Q0
756	1	correctness_fuzz	caterpillar_rect_dense	256	4	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed4_L1_Q1	caterpillar_rect_dense/n256/seed4_L1_Q1
757	1	correctness_fuzz	caterpillar_rect_dense	256	5	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed5_L0_Q0	caterpillar_rect_dense/n256/seed5_L0_Q0
758	1	correctness_fuzz	caterpillar_rect_dense	256	5	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed5_L0_Q1	caterpillar_rect_dense/n256/seed5_L0_Q1
759	1	correctness_fuzz	caterpillar_rect_dense	256	5	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed5_L1_Q0	caterpillar_rect_dense/n256/seed5_L1_Q0
760	1	correctness_fuzz	caterpillar_rect_dense	256	5	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n256/seed5_L1_Q1	caterpillar_rect_dense/n256/seed5_L1_Q1
761	1	correctness_fuzz	caterpillar_rect_dense	512	1	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed1_L0_Q0	caterpillar_rect_dense/n512/seed1_L0_Q0
762	1	correctness_fuzz	caterpillar_rect_dense	512	1	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed1_L0_Q1	caterpillar_rect_dense/n512/seed1_L0_Q1
763	1	correctness_fuzz	caterpillar_rect_dense	512	1	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed1_L1_Q0	caterpillar_rect_dense/n512/seed1_L1_Q0
764	1	correctness_fuzz	caterpillar_rect_dense	512	1	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed1_L1_Q1	caterpillar_rect_dense/n512/seed1_L1_Q1
765	1	correctness_fuzz	caterpillar_rect_dense	512	2	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed2_L0_Q0	caterpillar_rect_dense/n512/seed2_L0_Q0
766	1	correctness_fuzz	caterpillar_rect_dense	512	2	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed2_L0_Q1	caterpillar_rect_dense/n512/seed2_L0_Q1
767	1	correctness_fuzz	caterpillar_rect_dense	512	2	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed2_L1_Q0	caterpillar_rect_dense/n512/seed2_L1_Q0
768	1	correctness_fuzz	caterpillar_rect_dense	512	2	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed2_L1_Q1	caterpillar_rect_dense/n512/seed2_L1_Q1
769	1	correctness_fuzz	caterpillar_rect_dense	512	3	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed3_L0_Q0	caterpillar_rect_dense/n512/seed3_L0_Q0
770	1	correctness_fuzz	caterpillar_rect_dense	512	3	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed3_L0_Q1	caterpillar_rect_dense/n512/seed3_L0_Q1
771	1	correctness_fuzz	caterpillar_rect_dense	512	3	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed3_L1_Q0	caterpillar_rect_dense/n512/seed3_L1_Q0
772	1	correctness_fuzz	caterpillar_rect_dense	512	3	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed3_L1_Q1	caterpillar_rect_dense/n512/seed3_L1_Q1
773	1	correctness_fuzz	caterpillar_rect_dense	512	4	0	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed4_L0_Q0	caterpillar_rect_dense/n512/seed4_L0_Q0
774	1	correctness_fuzz	caterpillar_rect_dense	512	4	0	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed4_L0_Q1	caterpillar_rect_dense/n512/seed4_L0_Q1
775	1	correctness_fuzz	caterpillar_rect_dense	512	4	1	0	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed4_L1_Q0	caterpillar_rect_dense/n512/seed4_L1_Q0
776	1	correctness_fuzz	caterpillar_rect_dense	512	4	1	1	2	1	runs/correctness_fuzz/caterpillar_rect_dense/n512/seed4_L1_Q1	caterpillar_rect_dense/n512/seed4_L1_Q1
